Year,RMS Amp (U)
2019 (Pre-Covid),387.1
2019 (Pre-Covid),386.5
2019 (Pre-Covid),387.1
2019 (Pre-Covid),386.7
2019 (Pre-Covid),386.7
2019 (Pre-Covid),385
2019 (Pre-Covid),385.4
2019 (Pre-Covid),387.1
2019 (Pre-Covid),387.3
2019 (Pre-Covid),384.4
2019 (Pre-Covid),384.7
2019 (Pre-Covid),386.7
2019 (Pre-Covid),386.6
2019 (Pre-Covid),386.3
2019 (Pre-Covid),386.7
2019 (Pre-Covid),387.1
2019 (Pre-Covid),387.1
2019 (Pre-Covid),381.7
2019 (Pre-Covid),382.6
2019 (Pre-Covid),386.4
2019 (Pre-Covid),385.7
2019 (Pre-Covid),387.1
2019 (Pre-Covid),383.5
2019 (Pre-Covid),383.9
2019 (Pre-Covid),386.8
2019 (Pre-Covid),385.5
2019 (Pre-Covid),386.8
2019 (Pre-Covid),382.9
2019 (Pre-Covid),385.4
2019 (Pre-Covid),385.6
2019 (Pre-Covid),386.7
2019 (Pre-Covid),386.7
2019 (Pre-Covid),386.6
2019 (Pre-Covid),387.2
2019 (Pre-Covid),387.1
2019 (Pre-Covid),384.9
2019 (Pre-Covid),386.4
2019 (Pre-Covid),386.4
2019 (Pre-Covid),386.6
2019 (Pre-Covid),386.6
2019 (Pre-Covid),385.4
2019 (Pre-Covid),386.3
2019 (Pre-Covid),386.5
2019 (Pre-Covid),387.1
2019 (Pre-Covid),385.2
2019 (Pre-Covid),385.4
2019 (Pre-Covid),386.4
2019 (Pre-Covid),386.9
2019 (Pre-Covid),386.7
2019 (Pre-Covid),385.7
2019 (Pre-Covid),386.4
2019 (Pre-Covid),386.8
2019 (Pre-Covid),386.2
2019 (Pre-Covid),386.9
2019 (Pre-Covid),386.7
2019 (Pre-Covid),387
2019 (Pre-Covid),385.7
2019 (Pre-Covid),386.4
2019 (Pre-Covid),386.2
2019 (Pre-Covid),387.3
2019 (Pre-Covid),386.2
2019 (Pre-Covid),386.8
2019 (Pre-Covid),386.8
2019 (Pre-Covid),387.1
2019 (Pre-Covid),386.1
2019 (Pre-Covid),387
2019 (Pre-Covid),387.2
2019 (Pre-Covid),386.4
2019 (Pre-Covid),386.9
2019 (Pre-Covid),383.3
2019 (Pre-Covid),386.7
2019 (Pre-Covid),382.6
2019 (Pre-Covid),385.7
2019 (Pre-Covid),387.3
2019 (Pre-Covid),383.8
2019 (Pre-Covid),385.5
2019 (Pre-Covid),385.5
2019 (Pre-Covid),387.1
2019 (Pre-Covid),386
2019 (Pre-Covid),386.8
2019 (Pre-Covid),385.7
2019 (Pre-Covid),386.2
2019 (Pre-Covid),386.6
2019 (Pre-Covid),385.8
2019 (Pre-Covid),385.3
2019 (Pre-Covid),386.5
2019 (Pre-Covid),385.6
2019 (Pre-Covid),387
2019 (Pre-Covid),385
2019 (Pre-Covid),385
2019 (Pre-Covid),385.6
2019 (Pre-Covid),387.3
2019 (Pre-Covid),387
2019 (Pre-Covid),386.5
2019 (Pre-Covid),386.4
2019 (Pre-Covid),387
2020 (Covid),48.7
2020 (Covid),48.7
2020 (Covid),48.7
2020 (Covid),48.9
2020 (Covid),48.8
2020 (Covid),50.7
2020 (Covid),50.8
2020 (Covid),48.9
2020 (Covid),49.1
2020 (Covid),49.1
2020 (Covid),49.2
2020 (Covid),49.1
2020 (Covid),49.5
2020 (Covid),49.5
2020 (Covid),49.2
2020 (Covid),49.4
2020 (Covid),49.2
2020 (Covid),49.6
2020 (Covid),49.4
2020 (Covid),49.8
2020 (Covid),49.9
2020 (Covid),50.4
2020 (Covid),50.2
2020 (Covid),50.5
2020 (Covid),50.3
2020 (Covid),50.5
2020 (Covid),50.3
2020 (Covid),50.2
2020 (Covid),49.9
2020 (Covid),49.9
2020 (Covid),49.4
2020 (Covid),49.2
2020 (Covid),49.2
2020 (Covid),49.2
2020 (Covid),49.2
2020 (Covid),48.9
2020 (Covid),49.1
2020 (Covid),48.9
2020 (Covid),49
2020 (Covid),48.8
2020 (Covid),48.8
2020 (Covid),48.9
2020 (Covid),48.8
2020 (Covid),48.8
2020 (Covid),49
2020 (Covid),48.8
2020 (Covid),48.7
2020 (Covid),48.8
2020 (Covid),48.8
2020 (Covid),48.7
2020 (Covid),48.6
2020 (Covid),48.7
2020 (Covid),48.8
2020 (Covid),49.2
2020 (Covid),49
2020 (Covid),48.7
2020 (Covid),48.9
2020 (Covid),48.8
2020 (Covid),49
2020 (Covid),48.8
2020 (Covid),48.7
2020 (Covid),48.9
2020 (Covid),48.7
2020 (Covid),49.1
2020 (Covid),48.9
2020 (Covid),48.7
2020 (Covid),48.9
2020 (Covid),48.7
2020 (Covid),48.9
2020 (Covid),48.8
2020 (Covid),48.8
2020 (Covid),48.8
2020 (Covid),48.7
2020 (Covid),48.8
2020 (Covid),48.8
2020 (Covid),48.9
2020 (Covid),48.7
2020 (Covid),49.4
2020 (Covid),48.7
2020 (Covid),48.6
2020 (Covid),48.8
2020 (Covid),48.8
2020 (Covid),48.9
2020 (Covid),48.9
2020 (Covid),48.8
2020 (Covid),48.9
2020 (Covid),49
2020 (Covid),48.9
2020 (Covid),49
2020 (Covid),48.6
2020 (Covid),48.7
2020 (Covid),48.5
2020 (Covid),48.7
2020 (Covid),48.7
2020 (Covid),48.6
2020 (Covid),48.8
2020 (Covid),48.9
2020 (Covid),48.8
2020 (Covid),48.7
2020 (Covid),48.9
2020 (Covid),49.3
2020 (Covid),49.3
2020 (Covid),49.1
2020 (Covid),49.3
2020 (Covid),49.2
2020 (Covid),49.2
2020 (Covid),49.2
2020 (Covid),49.3
2020 (Covid),49.6
2020 (Covid),49.2
2020 (Covid),49.3
2020 (Covid),49.2
2020 (Covid),49.3
2020 (Covid),49.1
2020 (Covid),49.2
2020 (Covid),49.2
2020 (Covid),49.4
2020 (Covid),49.3
2020 (Covid),49.3
2020 (Covid),49.3
2020 (Covid),49.3
2020 (Covid),49.4
2020 (Covid),49.4
2020 (Covid),49.1
2020 (Covid),49.3
2020 (Covid),49.5
2020 (Covid),49.5
2020 (Covid),49.3
2020 (Covid),49.5
2020 (Covid),49
2020 (Covid),49.1
2020 (Covid),49.2
2020 (Covid),49.6
2020 (Covid),49.2
2020 (Covid),49
2020 (Covid),49.2
2020 (Covid),49.1
2020 (Covid),49.2
2020 (Covid),49.3
2020 (Covid),49.3
2020 (Covid),49.3
2020 (Covid),49.4
2020 (Covid),49.2
2020 (Covid),49.3
2020 (Covid),49.3
2020 (Covid),49.2
2020 (Covid),49.2
2020 (Covid),49.3
2020 (Covid),49.1
2020 (Covid),49.2
2020 (Covid),49.4
2020 (Covid),49.1
2020 (Covid),49.3
2020 (Covid),49.2
2020 (Covid),49.5
2020 (Covid),49.2
2020 (Covid),49.3
2020 (Covid),49.2
2020 (Covid),49
2020 (Covid),49.1
2020 (Covid),49.1
2020 (Covid),49.2
2020 (Covid),49.1
2020 (Covid),49
2020 (Covid),49.1
2020 (Covid),49.1
2020 (Covid),49.2
2020 (Covid),49.2
2020 (Covid),49.1
2020 (Covid),49.2
2020 (Covid),49.6
2020 (Covid),49.2
2020 (Covid),49.7
2020 (Covid),49.5
2020 (Covid),49.7
2020 (Covid),49.7
2020 (Covid),49.8
2020 (Covid),49.7
2020 (Covid),49.7
2020 (Covid),49.6
2020 (Covid),51.2
2020 (Covid),49.9
2020 (Covid),50.1
2020 (Covid),50
2020 (Covid),49.9
2020 (Covid),50
2020 (Covid),50.3
2020 (Covid),50.2
2020 (Covid),50.3
2020 (Covid),50.1
2020 (Covid),50
2020 (Covid),50.1
2020 (Covid),50.2
2020 (Covid),50
2020 (Covid),49.9
2020 (Covid),50
2020 (Covid),49.7
2020 (Covid),49.6
2020 (Covid),49.7
2020 (Covid),49.3
2020 (Covid),49.1
2020 (Covid),49.1
2020 (Covid),49.2
2020 (Covid),49.1
2020 (Covid),49.1
2020 (Covid),49.9
2020 (Covid),48.9
2020 (Covid),49.1
2020 (Covid),48.9
2020 (Covid),48.9
2020 (Covid),48.9
2020 (Covid),48.9
2020 (Covid),48.9
2020 (Covid),49.1
2020 (Covid),48.8
2020 (Covid),49
2020 (Covid),49
2020 (Covid),49.1
2020 (Covid),49
2020 (Covid),48.9
2020 (Covid),49
2020 (Covid),49.1
2020 (Covid),49.1
2020 (Covid),48.9
2020 (Covid),48.9
2020 (Covid),48.8
2020 (Covid),48.9
2020 (Covid),48.9
2020 (Covid),49.1
2020 (Covid),49.2
2020 (Covid),49.1
2020 (Covid),48.9
2020 (Covid),51.1
2020 (Covid),49.1
2020 (Covid),49.1
2020 (Covid),49.1
2020 (Covid),49.1
2020 (Covid),49.1
2020 (Covid),48.9
2020 (Covid),49
2020 (Covid),49
2020 (Covid),48.9
2020 (Covid),48.8
2020 (Covid),49
2020 (Covid),49.1
2020 (Covid),48.9
2020 (Covid),49
2020 (Covid),48.8
2020 (Covid),49
2020 (Covid),48.9
2020 (Covid),48.8
2020 (Covid),48.7
2020 (Covid),48.8
2020 (Covid),48.8
2020 (Covid),48.8
2020 (Covid),48.9
2020 (Covid),48.9
2020 (Covid),48.9
2020 (Covid),49
2020 (Covid),48.8
2020 (Covid),48.9
2020 (Covid),48.8
2020 (Covid),48.9
2020 (Covid),48.9
2020 (Covid),48.8
2020 (Covid),49
2020 (Covid),48.9
2020 (Covid),49.1
2020 (Covid),49.1
2020 (Covid),49
2020 (Covid),49
2020 (Covid),50.3
2020 (Covid),49.5
2020 (Covid),49.6
2020 (Covid),49.6
2020 (Covid),49.4
2020 (Covid),49.4
2020 (Covid),49.5
2020 (Covid),49.5
2020 (Covid),49.3
2020 (Covid),49.3
2020 (Covid),49.3
2020 (Covid),49.5
2020 (Covid),49.4
2020 (Covid),49.3
2020 (Covid),49.2
2020 (Covid),49.1
2020 (Covid),49.1
2020 (Covid),48.9
2020 (Covid),49.4
2020 (Covid),49.3
2020 (Covid),50.4
2020 (Covid),49.6
2020 (Covid),49.7
2020 (Covid),49.7
2020 (Covid),49.7
2020 (Covid),49.9
2020 (Covid),49.7
2020 (Covid),49.9
2020 (Covid),50
2020 (Covid),49.7
2020 (Covid),49.9
2020 (Covid),49.7
2020 (Covid),49.7
2020 (Covid),49.6
2020 (Covid),49.7
2020 (Covid),49.6
2020 (Covid),49.7
2020 (Covid),49.4
2020 (Covid),49.5
2020 (Covid),49.6
2020 (Covid),49.5
2020 (Covid),49.4
2020 (Covid),49.3
2020 (Covid),49.2
2020 (Covid),48.9
2020 (Covid),48.8
2020 (Covid),49.1
2020 (Covid),48.9
2020 (Covid),49.2
2020 (Covid),49.3
2020 (Covid),49.1
2020 (Covid),49.1
2020 (Covid),49.2
2020 (Covid),49.2
2020 (Covid),49
2020 (Covid),49.1
2020 (Covid),49.1
2020 (Covid),48.9
2020 (Covid),48.9
2020 (Covid),49
2020 (Covid),48.9
2020 (Covid),48.9
2020 (Covid),49
2020 (Covid),48.9
2020 (Covid),49.1
2020 (Covid),49
2020 (Covid),49
2020 (Covid),48.9
2020 (Covid),48.9
2020 (Covid),48.8
2020 (Covid),49
2020 (Covid),48.9
2020 (Covid),48.9
2020 (Covid),48.8
2020 (Covid),48.9
2020 (Covid),49.1
2020 (Covid),48.9
2020 (Covid),48.8
2020 (Covid),48.9
2020 (Covid),48.9
2020 (Covid),48.8
2020 (Covid),48.8
2020 (Covid),48.7
2020 (Covid),49.5
2020 (Covid),48.9
2020 (Covid),48.9
2020 (Covid),48.9
2020 (Covid),49.2
2020 (Covid),49
2020 (Covid),49
2020 (Covid),49.2
2020 (Covid),48.8
2020 (Covid),49.4
2020 (Covid),48.9
2020 (Covid),48.9
2020 (Covid),49
2020 (Covid),49
2020 (Covid),48.9
2020 (Covid),48.8
2020 (Covid),48.9
2020 (Covid),48.8
2020 (Covid),48.7
2020 (Covid),48.6
2020 (Covid),48.8
2020 (Covid),49
2020 (Covid),49.1
2020 (Covid),48.9
2020 (Covid),49
2020 (Covid),49
2020 (Covid),49.1
2020 (Covid),49.1
2020 (Covid),49.1
2020 (Covid),49.2
2020 (Covid),49.1
2020 (Covid),49.4
2020 (Covid),49.2
2020 (Covid),49.2
2020 (Covid),49.4
2020 (Covid),49.2
2020 (Covid),49.4
2020 (Covid),49.3
2020 (Covid),49.1
2020 (Covid),49.1
2020 (Covid),49.1
2020 (Covid),49
2020 (Covid),48.9
2020 (Covid),49.1
2020 (Covid),49
2020 (Covid),48.9
2020 (Covid),49.3
2020 (Covid),49.1
2020 (Covid),49.2
2020 (Covid),49.3
2020 (Covid),49.3
2020 (Covid),49
2020 (Covid),49
2020 (Covid),49
2020 (Covid),49.3
2020 (Covid),49.2
2020 (Covid),49.4
2020 (Covid),49.9
2020 (Covid),50
2020 (Covid),50
2020 (Covid),50.1
2020 (Covid),50
2020 (Covid),49.9
2020 (Covid),50.1
2020 (Covid),50
2020 (Covid),49.9
2020 (Covid),49.7
2020 (Covid),49.5
2020 (Covid),49.9
2020 (Covid),49.9
2020 (Covid),49.2
2020 (Covid),49.2
2020 (Covid),49
2020 (Covid),49
2020 (Covid),49
2020 (Covid),48.9
2020 (Covid),48.9
2020 (Covid),48.8
2020 (Covid),48.8
2020 (Covid),48.9
2020 (Covid),48.9
2020 (Covid),48.7
2020 (Covid),48.9
2020 (Covid),48.9
2020 (Covid),48.9
2020 (Covid),48.9
2020 (Covid),48.8
2020 (Covid),49
2020 (Covid),48.9
2020 (Covid),48.8
2020 (Covid),49
2020 (Covid),49
2020 (Covid),49
2020 (Covid),48.8
2020 (Covid),49.1
2020 (Covid),48.7
2020 (Covid),48.7
2020 (Covid),48.9
2020 (Covid),48.8
2020 (Covid),48.9
2020 (Covid),48.8
2020 (Covid),48.8
2020 (Covid),48.9
2020 (Covid),48.9
2020 (Covid),49
2020 (Covid),49.1
2020 (Covid),49.1
2020 (Covid),48.9
2020 (Covid),49
2020 (Covid),49
2020 (Covid),49
2020 (Covid),49
2020 (Covid),49.1
2020 (Covid),48.9
2020 (Covid),48.7
2020 (Covid),48.7
2020 (Covid),49
2020 (Covid),49.2
2020 (Covid),49.1
